node,community_id,community_size,internal_degree,external_degree,internal_ratio,embeddedness,participation_coef,degree,eccentricity,betweenness_centrality,closeness_centrality,eigenvector_centrality,coreness_centrality,harmonic_centrality,clustering_coefficient,pagerank
62,1,1299,47,9,0.8392857142857143,0.15633672525439407,0.28125,56,6.0,3710.64282460605,0.3842302123552124,0.0480727329696498,38,0.4068639765531063,0.1435064935064935,0.0001443522411921
63,2,2295,114,22,0.8382352941176471,0.1832013662474771,0.2789792387543253,136,6.0,16207.19792715838,0.4081645731863624,0.1661712187949149,56,0.4354111058774681,0.1540305010893246,0.0002924110329384
64,2,2295,42,15,0.7368421052631579,0.19047619047619047,0.41181902123730385,57,6.0,14721.487427156904,0.3869380315917375,0.0637495511425768,40,0.4093081069765145,0.1334586466165413,0.0001732673081145
65,2,2295,65,21,0.7558139534883721,0.20384615384615384,0.3793942671714441,86,6.0,8630.13035431839,0.4065751675710182,0.1331869415759012,55,0.4310226618517153,0.1584131326949384,0.000189189599669
66,2,2295,8,0,1.0,1.0,0.0,8,6.0,0.0,0.3228733651018959,0.0102719974202143,8,0.3328780028261642,1.0,3.735702531687869e-05
67,2,2295,55,3,0.9482758620689655,0.2909090909090909,0.09809750297265163,58,6.0,4700.328934098418,0.3683419119773292,0.0566826594870389,45,0.3889386088867851,0.2655777374470659,0.0001478533847315
68,2,2295,71,5,0.9342105263157895,0.2535211267605634,0.12499999999999989,76,6.0,2414.532298098271,0.3774669590469982,0.0867555988547838,51,0.4004814989270971,0.2361403508771929,0.0001615154739753
69,0,2529,49,9,0.8448275862068966,0.28061224489795916,0.27407847800237795,58,6.0,5294.572294021381,0.3753314868289233,0.0464835124875667,44,0.3969644632857059,0.2401693889897156,0.0001496281955275
70,1,1299,59,10,0.855072463768116,0.19696084161309177,0.25750892669607217,69,6.0,3879.7905252600185,0.3747352318192516,0.0410438568128836,44,0.397370073794943,0.1632566069906223,0.0001717595115605
71,2,2295,59,10,0.855072463768116,0.4015195791934541,0.25792900651123707,69,6.0,1925.9820927855887,0.3857662023016354,0.1132411927305098,54,0.4092269848746662,0.319693094629156,0.0001413107055899
72,1,1299,14,4,0.7777777777777778,0.2967032967032967,0.3641975308641975,18,6.0,1682.6689842226344,0.3304108736252334,0.0071457371252641,15,0.3417072277175623,0.2026143790849673,8.265586702543413e-05
73,1,1299,75,18,0.8064516129032258,0.19927927927927927,0.3299803445485028,93,6.0,7313.736384081773,0.3949277608978731,0.0670148946474372,45,0.4198644475846794,0.1727442730247779,0.0002236801695312
74,2,2295,105,12,0.8974358974358975,0.3902930402930403,0.18701146906275112,117,6.0,3987.6210545242784,0.3981620405101275,0.2178454829034159,56,0.4246899042236121,0.3300913645741232,0.0002181463118644
75,0,2529,25,10,0.7142857142857143,0.42,0.40816326530612246,35,6.0,480.57829573085405,0.361731129664338,0.0368473667809046,31,0.3806170513424226,0.3126050420168067,9.245496128964556e-05
76,2,2295,1,0,1.0,0.0,0.0,1,7.0,0.0,0.2620125061708079,0.000220839249625,1,0.2685369610240097,0.0,2.623139892951373e-05
77,2,2295,112,60,0.6511627906976745,0.20334620334620335,0.49323958896700915,172,5.0,15893.481962872474,0.4308618590177243,0.2639005727169214,56,0.4579866017690293,0.1555147558819529,0.0003252537867626
78,2,2295,62,43,0.5904761904761905,0.1263881544156531,0.4836281179138322,105,5.0,6660.12220791019,0.4011968503937008,0.1390575903735058,56,0.4265216936201713,0.1168498168498168,0.000227954272441
79,0,2529,115,24,0.8273381294964028,0.1551487414187643,0.29687904352776784,139,6.0,17939.949036227204,0.4142708468843502,0.1344673482331181,54,0.4407573140734238,0.1266812636847044,0.0003064232148313
80,2,2295,82,30,0.7321428571428571,0.3830171635049684,0.4011479591836735,112,6.0,3858.7152759459223,0.3953690483580607,0.1759749598104174,56,0.4213953001518024,0.2665701415701416,0.0002102677676187
81,0,2529,33,10,0.7674418604651163,0.22537878787878787,0.374256354786371,43,6.0,1815.9461258160557,0.3710673502680028,0.040714716248159,37,0.3912937666823607,0.1871539313399778,0.0001085529939273
82,1,1299,96,6,0.9411764705882353,0.22456140350877193,0.11072664359861584,102,6.0,4878.575620218191,0.3798985982702058,0.0528857787393593,45,0.4048228397969393,0.21355076684139,0.0002429908389585
83,0,2529,158,20,0.8876404494382022,0.2661452874304604,0.20066910743593003,178,5.0,11739.007347962275,0.4314163787847998,0.2875914530060918,56,0.4582535196525289,0.2294166190566876,0.0003422012352999
84,2,2295,58,14,0.8055555555555556,0.4186327888687235,0.31327160493827155,72,6.0,2113.9984278280367,0.3871732522796353,0.1053565152574508,55,0.4101821322028721,0.3395931142410016,0.0001544257464596
85,0,2529,8,4,0.6666666666666666,0.6428571428571429,0.4444444444444444,12,7.0,17.8288351933468,0.3374125874125874,0.0149771106764038,12,0.3503364511136247,0.4242424242424242,4.4355263365988345e-05
86,1,1299,47,8,0.8545454545454545,0.16003700277520813,0.2591735537190084,55,6.0,2525.6369870659933,0.3817201078813305,0.0397039214175106,39,0.4041529282461999,0.1515151515151515,0.0001419675632434
87,0,2529,11,13,0.4583333333333333,0.38181818181818183,0.6215277777777778,24,6.0,667.5578657721561,0.3444937256598875,0.0209245195663909,22,0.3592505364525852,0.253623188405797,7.277244496055756e-05
88,0,2529,9,9,0.5,0.5833333333333334,0.5493827160493827,18,6.0,1241.813022103167,0.3367881127386177,0.0113537465118646,17,0.3490343853037868,0.2549019607843137,6.397763670449116e-05
89,2,2295,8,3,0.7272727272727273,0.35714285714285715,0.39669421487603307,11,6.0,54.7397895043286,0.3216829132784484,0.0074043926180872,11,0.3333725859632359,0.2727272727272727,4.5907413561740496e-05
90,0,2529,28,21,0.5714285714285714,0.21428571428571427,0.48979591836734704,49,6.0,2724.6624890250328,0.3854860186418109,0.0679855441642604,44,0.407172763908527,0.2006802721088435,0.0001167557212994
91,2,2295,23,4,0.8518518518518519,0.25296442687747034,0.25240054869684503,27,6.0,489.7246023413018,0.3476528384279476,0.0229320307626745,25,0.3646229130684845,0.2478632478632478,7.931372626683749e-05
92,1,1299,47,3,0.94,0.14338575393154487,0.11440000000000006,50,6.0,1337.981117572463,0.3503300330033003,0.0186596412528579,36,0.3694065002354925,0.1387755102040816,0.0001341037587848
93,1,1299,3,0,1.0,0.6666666666666666,0.0,3,7.0,4.583936477193048,0.2633995037220843,0.0001665964673589,3,0.2703448250080397,0.6666666666666666,3.689801463029185e-05
94,2,2295,73,6,0.9240506329113924,0.2085235920852359,0.14196442877743942,79,6.0,3591.98805712634,0.3892080175996089,0.1021728613585961,53,0.4133275762809615,0.1895488477766959,0.0001680507611059
95,2,2295,87,0,1.0,0.27960438385458436,0.0,87,6.0,1643.3053507212437,0.377176359114059,0.1340604371058793,56,0.4010755220599805,0.2796043838545843,0.000170983279679
96,0,2529,26,2,0.9285714285714286,0.7292307692307692,0.13520408163265296,28,6.0,157.805235979144,0.3463295269168026,0.0280899917215582,26,0.3615559742502522,0.6613756613756614,7.67877550457185e-05
97,2,2295,20,19,0.5128205128205128,0.1368421052631579,0.5233399079552926,39,6.0,1690.313770908075,0.3822699717904087,0.0541445414830388,33,0.4037054482650414,0.0985155195681511,9.9242020999209e-05
98,0,2529,31,19,0.62,0.16344086021505377,0.5096,50,6.0,3111.3597569355725,0.3795589988081049,0.0524848308061952,40,0.4009080441722972,0.1526530612244898,0.0001254511109111
99,0,2529,2,2,0.5,0.0,0.625,4,6.0,22.886478654884744,0.3194562873050108,0.0036869904288593,4,0.3287669440518946,0.0,3.2233393521427854e-05
100,2,2295,2,1,0.6666666666666666,1.0,0.4444444444444444,3,6.0,0.0,0.3022781205505458,0.0027811916554021,3,0.3116972837180013,1.0,2.9423943433959813e-05
101,2,2295,2,0,1.0,1.0,0.0,2,7.0,0.0,0.2773471520641003,0.0006575600537774,2,0.2860092411905962,1.0,3.8027554385157776e-05
102,0,2529,23,4,0.8518518518518519,0.3794466403162055,0.25240054869684503,27,6.0,253.3521288514958,0.3587764758900406,0.0318293245935945,27,0.3761788873187661,0.3333333333333333,7.388631246538007e-05
103,1,1299,94,16,0.8545454545454545,0.19240448409974834,0.258512396694215,110,6.0,9181.780690256814,0.3877389504444173,0.0643405154106724,45,0.4136180457424145,0.1517931609674729,0.000257436855432
104,1,1299,36,3,0.9230769230769231,0.19047619047619047,0.14464168310322134,39,6.0,2126.432338080925,0.3491967761390427,0.0175186498361596,29,0.3674935887370879,0.1767881241565452,0.0001159726868104
105,0,2529,42,4,0.9130434782608695,0.35772357723577236,0.15879017013232533,46,6.0,1261.3354817269849,0.3917696992064957,0.0726774422934892,41,0.4140681425655714,0.323671497584541,0.0001108901096668
106,2,2295,63,28,0.6923076923076923,0.3092677931387609,0.46733486293925863,91,6.0,5372.497599877728,0.3878333942272561,0.1045814043026292,54,0.4126812163081754,0.1831501831501831,0.0001859754265134
107,1,1299,23,3,0.8846153846153846,0.16996047430830039,0.20414201183431957,26,6.0,463.83315140260447,0.3396618846994827,0.011150939649088,23,0.3545114355994909,0.1661538461538461,8.311642528916671e-05
108,3,190,9,0,1.0,0.2777777777777778,0.0,9,7.0,13485.556403463865,0.2527481249255923,6.488171288671861e-05,4,0.2579671623713119,0.2777777777777778,0.0002261864687009
109,0,2529,31,5,0.8611111111111112,0.33548387096774196,0.24537037037037024,36,6.0,720.0135320993747,0.3683845219503731,0.0392275986412491,33,0.3879860784005755,0.292063492063492,9.411071741579396e-05
110,2,2295,12,5,0.7058823529411765,0.9696969696969697,0.4152249134948096,17,6.0,1938.2135903784333,0.3453155497722837,0.028220519435715,16,0.3589940859370689,0.6470588235294118,6.40646737723003e-05
111,1,1299,31,6,0.8378378378378378,0.2967741935483871,0.2790357925493061,37,6.0,1500.237384117368,0.3539316476799111,0.0174815381638957,32,0.3713665148898112,0.2222222222222222,0.0001081099443105
112,0,2529,44,36,0.55,0.23150105708245244,0.4949999999999999,80,6.0,6494.680797432729,0.4047664442326025,0.095789202670956,48,0.4289475061496143,0.1433544303797468,0.0001817616995828
113,2,2295,177,12,0.9365079365079365,0.21180020544427325,0.12071330589849105,189,6.0,10390.858682894324,0.4134371957156767,0.2927894120923123,56,0.4432590150207212,0.1921648091860857,0.0003403589457693
114,0,2529,78,29,0.7289719626168224,0.2400932400932401,0.40911870032317244,107,5.0,9273.16443351518,0.4084525107419996,0.1346538636612416,55,0.4336395038467981,0.1902662669723153,0.0002243704962639
115,0,2529,45,16,0.7377049180327869,0.5262626262626262,0.39505509271701145,61,6.0,1021.8211999483308,0.3875973709834469,0.090261495609742,51,0.4100931595750396,0.4109289617486338,0.0001304236771101
116,2,2295,17,3,0.85,0.4117647058823529,0.2550000000000001,20,6.0,105.92821106414542,0.3554724563263939,0.0273957194900624,20,0.372125399068385,0.4421052631578948,5.948924720843263e-05
117,1,1299,46,1,0.9787234042553191,0.2289855072463768,0.041647804436396596,47,6.0,1107.9051150831576,0.351218705194662,0.0206607112722438,37,0.3697545402208393,0.2192414431082331,0.0001263840986774
118,2,2295,106,8,0.9298245614035088,0.33009883198562445,0.13157894736842102,114,5.0,5924.151313511279,0.3918661170245493,0.1758993024660282,56,0.4176296645208775,0.2914143766495886,0.0002159731633615
119,2,2295,66,4,0.9428571428571428,0.21491841491841493,0.10775510204081629,70,6.0,1647.4716369626287,0.370247645622602,0.0926989476682219,49,0.3926492908358123,0.2024844720496894,0.0001499818437745
120,0,2529,41,9,0.82,0.15365853658536585,0.3064000000000001,50,6.0,2916.7290404896617,0.3663081612699143,0.036572621058923,38,0.3863819542575887,0.1281632653061224,0.0001286659663667
121,0,2529,64,27,0.7032967032967034,0.18055555555555555,0.4173409008573843,91,6.0,5157.330597689758,0.3867970363172598,0.0937906012463891,52,0.4111032605851404,0.1667887667887667,0.0002002429445789
122,3,190,21,4,0.84,0.5619047619047619,0.2784000000000001,25,6.0,2006.5133217170085,0.320630285944422,0.0042850647755583,13,0.3315617313026405,0.4766666666666666,0.0001550532260624
123,1,1299,40,0,1.0,0.2923076923076923,0.0,40,6.0,575.4531743018377,0.3380932158403227,0.0145089258682211,33,0.3554090124037998,0.2923076923076923,0.0001127232998511
124,0,2529,35,25,0.5833333333333334,0.3243697478991597,0.48611111111111105,60,6.0,2168.387166517057,0.3878097789685197,0.0764708969234909,47,0.4106217616580462,0.2621468926553672,0.0001370772404492
125,1,1299,39,8,0.8297872340425532,0.1700404858299595,0.2960615663196017,47,6.0,2923.830176764251,0.3630094043887147,0.0239402524280589,34,0.3830899670277737,0.1387604070305272,0.0001310997923823
126,1,1299,28,5,0.8484848484848485,0.335978835978836,0.26446280991735527,33,6.0,1474.7006874587314,0.3609930283965312,0.0222517421354407,26,0.3795310619144642,0.2727272727272727,0.000100631714532
127,2,2295,88,11,0.8888888888888888,0.48667711598746083,0.19957147229874506,99,6.0,2829.404144652638,0.3874323255672486,0.149051351120814,56,0.4122023342230751,0.4052772624201196,0.0001950551443842
128,0,2529,16,1,0.9411764705882353,0.6666666666666666,0.11072664359861584,17,6.0,159.0204589963583,0.3565071368597817,0.0271113556697996,16,0.3726121316794711,0.5882352941176471,5.459676541217061e-05
129,2,2295,71,44,0.6173913043478261,0.13199195171026157,0.47243856332703216,115,6.0,8399.204340841383,0.410347271438696,0.1461732042368393,56,0.4360260637463137,0.106788710907704,0.0002378041754094
130,2,2295,34,6,0.85,0.31016042780748665,0.2550000000000001,40,6.0,1152.0436277016595,0.3599118444846293,0.0352217929694089,31,0.3780787146071952,0.2461538461538461,0.0001073297897206
131,2,2295,29,12,0.7073170731707317,0.4236453201970443,0.446162998215348,41,6.0,946.9588244313522,0.3661186479650494,0.0483753945498486,38,0.3862798974197803,0.2853658536585365,9.666006940228e-05
132,2,2295,19,13,0.59375,0.38011695906432746,0.482421875,32,6.0,2514.943158236787,0.3761294513671529,0.0390248091549224,27,0.3967263306641541,0.2258064516129032,9.187008886557778e-05
133,0,2529,31,5,0.8611111111111112,0.6516129032258065,0.24845679012345667,36,6.0,1736.9087207042116,0.3603190767141887,0.0337817230031975,34,0.3784162872245605,0.5507936507936508,9.562808158097132e-05
134,1,1299,16,11,0.5925925925925926,0.2,0.5596707818930042,27,6.0,995.9463896785488,0.3661186479650494,0.0225465137388951,26,0.3852122258857871,0.1424501424501424,8.009157294814314e-05
135,2,2295,139,21,0.86875,0.24450005213220727,0.23664062499999994,160,6.0,7978.673896741832,0.4158667972575905,0.2640390198417906,56,0.4439524781494193,0.1963050314465408,0.0002927062157863
136,2,2295,74,6,0.925,0.273972602739726,0.13874999999999993,80,6.0,1426.4483526437225,0.3811718235681369,0.0955304035024923,53,0.4047391008530977,0.254746835443038,0.0001684486824956
137,0,2529,68,23,0.7472527472527473,0.18129938542581212,0.39222316145393066,91,5.0,5221.142169277685,0.4037400950871632,0.1077475610299477,52,0.4283377819647596,0.1335775335775335,0.0001980640357435
138,2,2295,45,8,0.8490566037735849,0.30404040404040406,0.25631897472410103,53,6.0,1413.0655714019986,0.3630300957592339,0.0421519772637779,43,0.3834118385931687,0.2735849056603773,0.000124248653662
139,1,1299,53,9,0.8548387096774194,0.19448476052249636,0.2575442247658689,62,6.0,2901.7276189508243,0.3668356180163575,0.0352464510363871,41,0.38817449102422,0.1549444738233738,0.0001538311004455
140,4,4,3,9,0.25,1.0,0.6527777777777778,12,6.0,83.74477600024936,0.3192161186848436,0.0057348088098732,11,0.3306327523943884,0.3484848484848485,5.495910091273326e-05
141,1,1299,11,44,0.2,0.07272727272727272,0.6340495867768595,55,6.0,4898.722608790908,0.3783414518236901,0.0613845085363262,42,0.4003297220913831,0.0929292929292929,0.0001356420274022
