node,community_id,community_size,internal_degree,external_degree,internal_ratio,embeddedness,participation_coef,degree,eccentricity,betweenness_centrality,closeness_centrality,eigenvector_centrality,coreness_centrality,harmonic_centrality,clustering_coefficient,pagerank
11,0,8,1,0,1.0,0.0,0.0,1,4.0,0.0,0.3666666666666666,0.1415663333433694,1,0.4090909090909093,0.0,0.0095647454921355
12,1,9,1,1,0.5,0.0,0.5,2,4.0,0.0,0.3707865168539326,0.2256638247200148,2,0.4242424242424244,1.0,0.0146448920118771
13,1,9,3,2,0.6,1.0,0.5599999999999999,5,3.0,24.21587301587301,0.515625,0.6065743924162559,4,0.5606060606060606,0.6,0.0295364561519136
14,2,17,2,0,1.0,1.0,0.0,2,5.0,0.0,0.3707865168539326,0.2715939567155822,2,0.4303030303030304,1.0,0.0145359939979212
15,2,17,2,0,1.0,1.0,0.0,2,5.0,0.0,0.3707865168539326,0.2715939567155821,2,0.4303030303030304,1.0,0.0145359939979212
16,0,8,2,0,1.0,1.0,0.0,2,5.0,0.0,0.2844827586206896,0.0633046079364409,2,0.3363636363636361,1.0,0.0167840054441896
17,1,9,1,1,0.5,0.0,0.5,2,4.0,0.0,0.375,0.2474787855479451,2,0.4292929292929294,1.0,0.0145586772090214
18,2,17,2,0,1.0,1.0,0.0,2,5.0,0.0,0.3707865168539326,0.271593956715582,2,0.4303030303030304,1.0,0.0145359939979212
19,0,8,1,2,0.3333333333333333,0.0,0.6666666666666667,3,3.0,17.1468253968254,0.5,0.3961622442011076,3,0.5303030303030302,0.3333333333333333,0.0196046363256527
20,2,17,2,0,1.0,1.0,0.0,2,5.0,0.0,0.3707865168539326,0.2715939567155819,2,0.4303030303030304,1.0,0.0145359939979212
21,1,9,1,1,0.5,0.0,0.5,2,4.0,0.0,0.375,0.2474787855479453,2,0.4292929292929294,1.0,0.0145586772090214
22,2,17,2,0,1.0,1.0,0.0,2,5.0,0.0,0.3707865168539326,0.271593956715582,2,0.4303030303030304,1.0,0.0145359939979212
23,2,17,5,0,1.0,0.4,0.0,5,5.0,9.3,0.3928571428571428,0.4020708607190626,3,0.4858585858585859,0.4,0.031522514776678
24,2,17,3,0,1.0,0.3333333333333333,0.0,3,4.0,1.1666666666666663,0.375,0.1528067019963818,3,0.421717171717172,0.3333333333333333,0.0210760335592228
25,2,17,3,0,1.0,0.3333333333333333,0.0,3,4.0,2.0277777777777777,0.375,0.1585759712125995,3,0.421717171717172,0.3333333333333333,0.021006197394493
26,2,17,2,0,1.0,1.0,0.0,2,5.0,0.0,0.3626373626373626,0.2024285167192913,2,0.4227272727272728,1.0,0.0150440380827255
27,2,17,3,1,0.75,0.3333333333333333,0.375,4,4.0,11.79206349206349,0.4583333333333333,0.3574992306452345,3,0.5126262626262627,0.1666666666666666,0.0256397674828479
28,2,17,2,1,0.6666666666666666,1.0,0.4444444444444444,3,4.0,0.9476190476190476,0.4520547945205479,0.3510729715506956,3,0.4974747474747476,0.3333333333333333,0.0195734594638285
29,2,17,4,0,1.0,0.6666666666666666,0.0,4,5.0,1.5428571428571427,0.3837209302325581,0.3614730149067997,3,0.4656565656565657,0.6666666666666666,0.0262885376951148
30,2,17,3,1,0.75,1.0,0.375,4,4.0,7.609523809523807,0.4583333333333333,0.4680648114233559,4,0.5126262626262627,0.5,0.0245901552485801
31,2,17,5,1,0.8333333333333334,0.3,0.2777777777777777,6,3.0,73.00952380952378,0.5409836065573771,0.5116564865261306,3,0.5858585858585859,0.2,0.0371580870691453
32,2,17,11,1,0.9166666666666666,0.21818181818181817,0.1527777777777779,12,4.0,76.69047619047616,0.515625,0.8266588575205011,4,0.6338383838383835,0.1969696969696969,0.0716932260057544
33,2,17,14,3,0.8235294117647058,0.16483516483516483,0.3044982698961938,17,4.0,160.5515873015873,0.55,1.0,4,0.7045454545454543,0.1102941176470588,0.1009191823326258
