node,degree,eccentricity,betweenness_centrality,closeness_centrality,eigenvector_centrality,coreness_centrality,harmonic_centrality,clustering_coefficient,pagerank
20,2,11.0,0.0,0.15804153380632846,2.881187527285261e-05,2,0.1620083699758595,1.0,2.0645230262890196e-05
21,3,11.0,10680.0,0.17167747587016097,0.00017301961928028,2,0.1769481650941797,0.6666666666666666,3.211803111242846e-05
22,9,10.0,46251.505104161464,0.17812799666458204,4.3633230844090954e-05,4,0.1837195517035668,0.3055555555555556,7.492370767945089e-05
23,9,11.0,0.0,0.16211949881229745,0.00018446884737794876,9,0.16706872380504292,1.0,4.0022354241508025e-05
24,2,11.0,0.0,0.19061811237920173,0.003550699331200714,2,0.19837917000862854,1.0,1.4768540690368353e-05
25,3,10.0,2196.7621941871735,0.17994659388609505,0.00018822138565390635,3,0.18568069989282743,0.6666666666666666,2.6028572452016832e-05
26,10,10.0,15043.143615448536,0.19651349983901384,0.0014687305831736957,5,0.20502314226558394,0.4444444444444444,6.157680830924517e-05
27,7,10.0,0.0,0.195234744143963,0.0012134916323086682,7,0.20305437782256383,1.0,3.27253613126969e-05
28,11,10.0,1222.3289357600484,0.19539367774037758,0.0022027665856468787,8,0.20424314500000124,0.7454545454545454,4.2688161009697784e-05
29,14,10.0,313695.6236035297,0.2333165862076498,0.008327276886187682,6,0.24584577940650612,0.1758241758241758,8.963730632605034e-05
30,17,10.0,31438.58453567262,0.21340446149389117,0.015284089028806026,8,0.22443108442075088,0.33088235294117646,6.329953859616648e-05
31,12,11.0,31473.467494926706,0.2004259591116782,0.000571704961289342,6,0.20887433221827656,0.3939393939393939,6.599875912737727e-05
32,6,11.0,0.0,0.1906657503190853,0.0010929054036372563,6,0.19800669804758908,1.0,3.8376909806706806e-05
33,10,10.0,27820.738262278428,0.19968031706564718,0.0037906049933579948,5,0.2083454264581152,0.3333333333333333,4.951308592572422e-05
34,20,10.0,2858.710982913241,0.2262372515171092,0.10550250177603794,16,0.24007286339929754,0.8315789473684211,5.9679234846296566e-05
35,4,10.0,0.0,0.2028814830995413,0.001516516053013447,4,0.2115437143242808,1.0,2.65157132716882e-05
36,6,11.0,0.0,0.1775166614037129,0.00015297290062986195,6,0.18352983605767284,1.0,3.7807754160410756e-05
37,1,12.0,0.0,0.14402642934196333,3.6163712951661123e-07,1,0.14686371620766925,0.0,1.540249871578975e-05
38,9,11.0,6854.706047839823,0.19788241179031615,0.0002939288798476305,6,0.20610409470058438,0.6111111111111112,4.637870489746991e-05
39,6,11.0,0.0,0.18425047438330172,0.009810558770774726,6,0.19143849653863684,1.0,2.5349441737626676e-05
40,5,11.0,4541.469131803115,0.19375787974712247,0.0003302717618824213,3,0.20089515299575691,0.6,4.238784167394101e-05
41,8,11.0,0.0,0.19637801066372496,0.004813641248847824,8,0.20527784431435844,1.0,3.138264914461754e-05
42,13,12.0,6762.163374034484,0.15731992016908836,7.444930388202835e-06,11,0.1617957869924741,0.7948717948717948,5.8715867982134365e-05
43,17,10.0,565994.3652669796,0.2241317805057182,0.002875961319061424,7,0.23548576094916193,0.16911764705882354,0.00010255875695939382
44,2,11.0,0.0,0.20012928490458212,0.007119828245402359,2,0.20910783372389155,1.0,1.4686084864432243e-05
45,14,11.0,0.0,0.17843002956850035,0.0005456635676636307,14,0.18484185651232743,1.0,4.690418961775057e-05
46,11,10.0,58696.50758695467,0.2160440138352313,0.0032937165775713496,6,0.2259237401229757,0.16363636363636364,6.006603571570973e-05
47,15,11.0,88502.52820187378,0.19435725268626433,0.001310923897856418,6,0.20320260261735482,0.2571428571428572,8.561574686321433e-05
48,2,10.0,0.0,0.17865386545345063,0.00011398694327981332,2,0.18447200042203063,1.0,1.7379955752470074e-05
49,15,9.0,125553.06114705959,0.23725801614891656,0.01511720806270866,9,0.2507862017259197,0.18095238095238095,6.663180023241324e-05
50,6,10.0,0.0,0.21725908975336894,0.009947644327158714,6,0.22849883266975732,1.0,2.611842129359549e-05
51,8,10.0,3710.2918458556205,0.18757189143624822,0.0002002141236955544,6,0.1945230776203486,0.75,4.859351831995287e-05
52,2,11.0,0.0,0.17968171724648407,0.000328934078098055,2,0.18545446169261767,1.0,1.7558907171179465e-05
53,10,9.0,124139.17617277577,0.21594791856209944,0.0017236253626457347,5,0.22573071453087823,0.17777777777777778,6.526924804260822e-05
54,3,13.0,0.0,0.1394395524774966,1.4428501954220534e-07,3,0.14227741526332927,1.0,3.4731988699144674e-05
55,2,11.0,0.0,0.17677189788572137,3.668254692321676e-05,2,0.1824872080711738,1.0,1.9783999346740526e-05
56,3,10.0,0.0,0.2010579022663956,0.0005028468405533677,3,0.2096301584328626,1.0,2.5676424464492834e-05
57,3,10.0,0.0,0.18423458387235878,5.3630460438027766e-05,3,0.19056060085922097,1.0,2.338447555933799e-05
58,13,10.0,16494.096402992716,0.20137062488805935,0.0009640158641273428,6,0.21048620677861246,0.3974358974358974,6.56758862139993e-05
59,8,10.0,2483.9785387055667,0.20778336526957755,0.007991952725044126,6,0.21834783393737683,0.7142857142857143,3.675617686300916e-05
60,9,11.0,0.0,0.20359692345815503,0.003038477775103721,9,0.21272195046881084,1.0,3.9840233420230964e-05
61,13,9.0,29079.16138201435,0.22218293012709836,0.012836605447328338,8,0.2337251059959243,0.4230769230769231,5.339706328160155e-05
62,3,11.0,0.0,0.18164811523711533,4.3503212642947934e-05,3,0.18764406203079007,1.0,2.825460856779348e-05
63,4,10.0,2518.0620992083236,0.1849988308752847,0.00033637720729644564,4,0.1915192828683645,0.5,2.7651114395512303e-05
64,3,11.0,42720.0,0.16427758466886094,3.707559747108105e-05,2,0.16895387157656525,0.3333333333333333,3.748479988992499e-05
65,1,12.0,0.0,0.14933135734807865,5.456562988145723e-07,1,0.1526182400597817,0.0,1.5038700698727594e-05
66,3,11.0,0.0,0.18842228749349493,9.064263126688744e-05,3,0.19507520366633685,1.0,2.510794297732817e-05
67,9,10.0,58250.9497567173,0.20750483258375668,0.001155015563590839,6,0.21647592595063464,0.2222222222222222,5.507314988024783e-05
68,15,10.0,66393.47483740925,0.22737868417971452,0.01445566696678648,8,0.24057144937677133,0.39999999999999997,6.180976457744369e-05
69,2,12.0,21361.0,0.14608293670332076,1.1588664134367936e-06,1,0.14961970913547692,0.0,3.246329315646516e-05
70,7,12.0,0.4,0.14722970784255615,8.288520480207476e-07,6,0.15064196237662905,0.9047619047619048,5.0494538330866654e-05
71,4,11.0,0.0,0.18402350042641902,0.00012721443722961369,4,0.1901005808212128,1.0,2.9050239996352698e-05
72,7,11.0,73520.85346630073,0.1926326705442085,0.00015817271807938105,4,0.20023242915051456,0.19047619047619047,6.240517666758298e-05
73,7,11.0,25044.457352848633,0.17702972594452593,7.76096310156689e-05,5,0.1826988487331449,0.4285714285714286,5.416206424487406e-05
74,4,10.0,0.0,0.19707187468287868,0.000457425632138444,4,0.20494326448231284,1.0,2.4917731095296165e-05
75,4,9.0,21361.0,0.19556898288016114,0.00037817767947216744,3,0.2025208313827402,0.5,3.692758635837699e-05
76,15,10.0,4513.279050491405,0.20989437484647508,0.0029564335551039676,10,0.220292467859365,0.6095238095238095,5.92760274460713e-05
77,6,11.0,42720.0,0.17957296570275724,0.0001518134655702408,4,0.1853741583448298,0.4666666666666667,5.437413528624173e-05
78,13,10.0,31791.40693009828,0.21548610971008939,0.024162035895307726,6,0.22722340738558106,0.3461538461538462,5.661699522393055e-05
79,2,11.0,0.0,0.16413495301539005,7.637900014992705e-05,2,0.16915966072650676,1.0,1.883141679292015e-05
80,5,10.0,5644.692219984673,0.20243927864067549,0.0009814884669067593,5,0.21061428987528777,0.5,2.849319164944065e-05
81,10,10.0,0.0,0.19309584286217898,0.002022397782637102,10,0.20158834185601884,1.0,3.878670662217179e-05
82,4,11.0,0.0,0.17710017326999444,0.00010458179439847523,4,0.182676128316735,1.0,2.7034349018882164e-05
83,3,11.0,0.0,0.1797784959267488,4.969475864429577e-05,3,0.18513721854815682,1.0,2.6271762305529372e-05
84,3,11.0,0.0,0.17811759997331822,2.0425798565497e-05,3,0.18374819793692312,1.0,2.4818867090917156e-05
85,6,10.0,114858.97363063639,0.20806062022752064,0.0009030948442776542,4,0.21677323849048372,0.4,4.1080964866226135e-05
86,3,10.0,0.0,0.195965470740948,0.0005040387551212229,3,0.2027538515951637,1.0,2.4937493519678515e-05
87,6,11.0,53134.21303859584,0.1662257221115538,1.0126103619900205e-05,3,0.17074623615212742,0.13333333333333333,5.939238990660737e-05
88,4,12.0,0.0,0.15195618153364632,5.395625560969726e-06,4,0.15554414299622984,1.0,4.3785045366787036e-05
89,5,11.0,0.0,0.17336189966077487,2.7402767868636774e-05,5,0.17844771595473755,1.0,3.8781519884089344e-05
90,21,10.0,170841.42878670257,0.21772409927126332,0.01645519899097473,8,0.2297947661103886,0.21904761904761907,9.941643775510332e-05
91,8,11.0,0.0,0.20282369472954626,0.0029043809558675446,8,0.21156712206115183,1.0,3.5642767673508816e-05
92,1,11.0,0.0,0.17573070310379152,5.036077828820444e-05,1,0.181295154590011,0.0,1.1685262438462593e-05
93,14,10.0,11211.913167127797,0.2238734018025571,0.03991199984842696,11,0.2373465603511632,0.46153846153846156,4.89196441888985e-05
94,9,10.0,3158.123288250411,0.1989272344625929,0.0036997114119622747,7,0.20842721759293967,0.6666666666666666,4.1594061255809536e-05
95,4,10.0,0.0,0.19358580503674705,0.0004470790867731928,4,0.20042922233953567,1.0,2.8720214108242393e-05
96,3,10.0,0.0,0.19924450869747704,0.0008888903391608618,3,0.2068806908275716,1.0,2.2732836304666806e-05
97,3,10.0,0.0,0.20082163706955714,0.0009100464096106226,3,0.20859806316801746,1.0,2.2421596861897865e-05
98,5,10.0,0.0,0.2084544975506938,0.015495777633614765,5,0.21886148523630486,1.0,2.2002239086923176e-05
99,11,10.0,924.7761671629778,0.19154793181675528,0.013255925280488193,9,0.19952285099033262,0.7454545454545454,4.681022821753009e-05
100,5,12.0,0.0,0.1582464146023468,1.7561197774560658e-05,5,0.16261354804218553,1.0,3.886400088398338e-05
101,14,11.0,114883.59103330834,0.1933580137401678,0.0004231620681820989,8,0.20137980849047546,0.32967032967032966,8.227144560883579e-05
102,7,12.0,1.3333333333333333,0.14932300659168596,1.0405910904291667e-06,6,0.1529284884097736,0.8095238095238094,4.632530899227776e-05
103,14,10.0,9747.50586631377,0.19265178023880813,0.0003594878101246066,12,0.20013103671694635,0.7582417582417583,6.306254776318896e-05
104,9,9.0,77036.52952998535,0.2113521909906701,0.002019283369501037,5,0.2208386832871502,0.1388888888888889,5.897363449282511e-05
105,3,12.0,0.0,0.15643857285136797,4.192761177726426e-06,3,0.1601969293021928,1.0,3.208915400815583e-05
106,28,10.0,138464.14198407897,0.2166157964651125,0.011275888952450408,8,0.22876437985857948,0.1984126984126984,0.00011985225011911745
107,5,10.0,0.0,0.2164994425863991,0.02894033856250718,5,0.22836937493216547,1.0,2.109242637804905e-05
108,2,11.0,0.0,0.18957606737484803,0.0013475684453445051,2,0.19709982682895563,1.0,1.6075157564379788e-05
109,14,10.0,161422.9931331722,0.21086400742298164,0.005934792810639322,6,0.22170331385054623,0.34065934065934067,6.880700354028786e-05
110,4,10.0,553.5059420701923,0.19288835915772745,0.00030848455213233967,4,0.19988794818858444,0.6666666666666666,2.5583877084101056e-05
111,10,10.0,0.0,0.228830353604062,0.05063622686430318,10,0.24224282697502866,1.0,3.5920927076232956e-05
112,90,9.0,635390.1436137543,0.24954149874423223,0.14417052283887913,13,0.2692270282640758,0.11111111111111112,0.0002902766828843536
113,5,11.0,0.0,0.1777515206483662,7.041384325693051e-05,5,0.18366865621451423,1.0,3.379464696900891e-05
114,3,11.0,0.0,0.18047717211314251,8.756759807522945e-05,3,0.18659002655114598,1.0,2.5272014138925194e-05
115,36,9.0,482174.11668743426,0.24267829959330198,0.01390283408646126,10,0.2574759474990847,0.06666666666666667,0.00017502919291502905
116,4,11.0,0.0,0.17245499313796722,0.00011480904812275173,4,0.17791065691894675,1.0,2.7151087674870258e-05
117,3,10.0,40480.52202691233,0.2045482836213913,0.0018335602411711546,3,0.21314232883484452,0.6666666666666666,2.5150177845997337e-05
118,3,11.0,0.0,0.1724146280438099,9.261293023419152e-05,3,0.17748916060169972,1.0,2.9047500643023818e-05
119,2,12.0,0.0,0.1364452194352361,7.336981642009935e-08,2,0.13900427935513607,1.0,2.9456047160559543e-05
120,20,10.0,257001.75526883826,0.21866235388048397,0.0017761313711944478,8,0.2297977940356559,0.1368421052631579,0.000123603816862085
121,1,11.0,0.0,0.17174786943238463,8.606313835135294e-05,1,0.17658512985730127,0.0,1.5370629481702352e-05
122,1,13.0,0.0,0.1418685580703432,2.1535045898546637e-06,1,0.1450114623904668,0.0,1.4875525200812254e-05
123,9,10.0,0.0,0.19442270236816717,0.0030116268675945586,9,0.20295969478503634,1.0,3.628617354245855e-05
124,5,11.0,2055.214146188279,0.19654966186686296,0.0008578836122436223,4,0.20380777730619293,0.7,3.757051097693321e-05
125,10,10.0,0.0,0.228830353604062,0.050636226864303156,10,0.24224282697502866,1.0,3.592092707622683e-05
126,3,11.0,278.04534067111393,0.1800057299829786,3.726812387692947e-05,2,0.1857017315611743,0.6666666666666666,2.6698196722334844e-05
127,5,10.0,0.0,0.2087702667044555,0.004042374537172937,5,0.21790380634350634,1.0,3.0249949394059226e-05
128,5,13.0,4.0,0.12457502084803387,1.532401766740712e-08,3,0.12660285976341598,0.5,6.617021808796714e-05
129,3,11.0,21360.999999999996,0.18595541318105452,0.0006017432354385493,2,0.19284389969480828,0.3333333333333333,3.2607192948762336e-05
130,4,11.0,0.0,0.15582009424190701,5.815061660216564e-06,4,0.15958496077992293,1.0,3.871621864883018e-05
131,6,10.0,0.0,0.194814551357464,0.002165151925558617,6,0.20352595396355005,1.0,2.6468057882128037e-05
132,3,11.0,0.0,0.16229932913440864,7.567142788630966e-06,3,0.16683603289848645,1.0,2.676338284591854e-05
133,15,10.0,36127.432272619364,0.21329153104219503,0.001641869470202117,7,0.2231238937855433,0.3523809523809524,7.182254844310693e-05
134,1,11.0,0.0,0.18520734170849915,5.4819140116562014e-05,1,0.1911992178258947,0.0,1.2745438069255191e-05
135,2,10.0,0.0,0.1746802734438884,0.0001330736964043122,2,0.1804087290441521,1.0,2.260347600882543e-05
136,8,11.0,0.14285714285714285,0.18804411932993548,0.00427335600903551,7,0.19553665576270393,0.9642857142857143,3.3491713394813826e-05
137,4,11.0,0.0,0.19566571407635377,0.0004882265381488248,4,0.2034702286550455,1.0,2.6054747973767973e-05
138,28,10.0,180988.76732449076,0.24446402618358262,0.0653034489355938,13,0.26033202408070166,0.2619047619047619,0.00010281617384215397
139,8,10.0,4889.7150811558895,0.19489275515696702,0.00017203526682106165,4,0.20265259257268772,0.4642857142857143,5.318172451324761e-05
140,15,10.0,257547.5101015227,0.23644131580112454,0.009484010724893212,7,0.24922332787931756,0.26666666666666666,7.160814809798403e-05
141,1,12.0,0.0,0.152852113683849,8.665771073361103e-07,1,0.1564101532667952,0.0,1.496478752895074e-05
142,2,12.0,0.0,0.14102471002198352,1.4483058819659618e-07,2,0.14399192920282813,1.0,2.915947199622257e-05
143,5,10.0,42720.0,0.19507428748847105,0.00028142211896682253,3,0.20237229585830133,0.4,4.4898313299844634e-05
144,4,11.0,0.0,0.19658402812287193,0.00020217214290302289,4,0.20440782664465706,1.0,2.6777062997836448e-05
145,1,11.0,0.0,0.18174857065069425,7.000540290934883e-05,1,0.18756845678010822,0.0,1.2541258786939619e-05
146,6,11.0,0.0,0.1923845890596012,0.00025639166828444245,6,0.19924541839265478,1.0,4.118858251836326e-05
147,7,10.0,7230.538005258293,0.18517844294766772,0.00041722017348365636,5,0.19198173808107977,0.6190476190476191,4.3298882294532625e-05
148,8,11.0,64356.04398119444,0.19112634093532196,0.0001944421561032027,7,0.19816948322815833,0.75,5.157551017466835e-05
149,29,9.0,486894.3537749946,0.2446207931109508,0.08629047990163705,13,0.25946349250928663,0.2832512315270936,0.00012674679210872815
150,4,11.0,0.0,0.17538443855140762,4.947190356174622e-05,4,0.1808970828971218,1.0,3.0354336328870164e-05
151,10,11.0,213520.0,0.1948678653202339,0.0016871915234074296,7,0.20291370173160164,0.5333333333333333,6.432771589452298e-05
152,2,11.0,0.0,0.16735346191811729,1.1145764593288626e-05,2,0.17205560527232533,1.0,2.008485332848557e-05
153,8,10.0,22992.56482539174,0.18654976377815233,0.0005465499002131485,6,0.19351594880684178,0.5714285714285714,4.75000713529694e-05
154,1,11.0,0.0,0.15589514551770442,1.2954540717915552e-05,1,0.15989120679700689,0.0,1.3681572359826489e-05
155,1,13.0,0.0,0.12456920932782077,7.3411329972572515e-09,1,0.1264780275067609,0.0,1.9047572026643727e-05
156,2,12.0,0.0,0.15157126943244145,1.8232510539496474e-06,2,0.15483117551867867,1.0,2.8516553577166054e-05
157,1,11.0,0.0,0.164390097501289,5.934474483011826e-06,1,0.16866051408467453,0.0,1.532718318407227e-05
158,6,10.0,46217.140966388666,0.20164053576990967,0.0018534257702856201,3,0.2098120011353031,0.13333333333333333,5.156831775088815e-05
159,25,9.0,62602.49505387287,0.24881196421915766,0.10535471996350966,14,0.2654653048061623,0.4166666666666667,8.843576614726434e-05
160,30,10.0,346130.1756053683,0.23351807518665485,0.01824727322082306,11,0.2476282428522046,0.18160919540229886,0.00012822290548252757
161,3,10.0,0.0,0.22457711756604745,0.02050277461017335,3,0.2367018351827508,1.0,1.7756269821756688e-05
162,9,11.0,380.6853088451743,0.16974715128013604,2.2268786881674922e-05,4,0.17471785072900609,0.4722222222222222,6.51068177478284e-05
163,1,12.0,0.0,0.161008773252133,7.680540032363992e-06,1,0.16519835764528412,0.0,1.3728061569782741e-05
164,4,11.0,0.0,0.178019633660561,0.0008957304716388695,4,0.18436543028690733,1.0,2.848721585140541e-05
165,4,10.0,0.0,0.20063490870839282,0.001127492108314996,4,0.20860476918656395,1.0,2.4675092627256265e-05
166,1,12.0,0.0,0.16973366386981947,3.332833089753955e-05,1,0.17454072976614535,0.0,1.311280432578356e-05
167,3,10.0,0.0,0.19417705180296874,0.001746134503940683,3,0.2016273705124471,1.0,1.9450813198910776e-05
168,12,10.0,15366.88257036804,0.20127196495029914,0.0030122178604919413,8,0.21039852697929262,0.5909090909090909,5.8802259591196836e-05
169,2,12.0,0.0,0.16690366434877724,4.895527593114227e-05,2,0.17160748584190497,1.0,2.1261975340646753e-05
170,3,10.0,0.0,0.19113660155865536,0.004955652226583242,3,0.19933922496994202,1.0,2.4079541048635e-05
171,6,10.0,0.0,0.21785510320633109,0.024520773630472285,6,0.23008275338344145,1.0,2.519664865582506e-05
172,10,10.0,42726.491758980796,0.19320062585353942,0.00019400779616739915,6,0.20031128186371802,0.35555555555555557,6.084972431549114e-05
173,3,11.0,0.0,0.16495880277067776,6.2151880500552976e-06,3,0.16925649522905595,1.0,2.5612054750839433e-05
174,2,12.0,0.0,0.1503000795052382,9.133059071825581e-07,2,0.15358968562677502,1.0,2.2265695335948055e-05
175,11,10.0,0.0,0.19667995543811514,0.002221432295557565,11,0.20559512292252938,1.0,4.39513846694572e-05
176,9,10.0,64344.23495047078,0.21018556782179193,0.0011509702493484437,5,0.21972739755948387,0.4444444444444444,5.275182587623132e-05
177,10,10.0,275835.4847093623,0.20822489302180502,0.0015917773057810964,4,0.21736206778683137,0.2222222222222222,7.074201137056804e-05
178,15,10.0,22455.11015525533,0.2213954066826963,0.07678993668207967,10,0.23455693093949534,0.5047619047619047,5.2218402271352995e-05
179,14,10.0,191584.3377014591,0.20441714034181163,0.002406974078658149,4,0.21302208490667215,0.12087912087912088,0.00010233416581745372
180,17,11.0,41519.08041891067,0.19623369465368362,0.00036566519078646225,12,0.20437999945410884,0.5661764705882353,6.987026412522464e-05
181,13,10.0,93035.36329866543,0.1999794047986819,0.00024862112262258155,5,0.20820814812825725,0.1923076923076923,8.885619908857744e-05
182,1,10.0,0.0,0.19627516377702436,0.0004881997928703965,1,0.20339304104743255,0.0,1.2276408745915469e-05
183,3,10.0,0.0,0.20649589173513774,0.004759769940600316,3,0.215864210740563,1.0,1.840050027902261e-05
184,7,10.0,414.63110098344526,0.202760165533999,0.011951730261009956,7,0.21292671454867798,0.9047619047619048,2.7547623843136582e-05
185,4,11.0,6999.712882118708,0.1753455691630824,0.00044181963187143916,4,0.1810206874339356,0.6666666666666666,3.261841765974232e-05
186,3,11.0,0.0,0.16530729110240974,2.4481882092538845e-05,3,0.17028425210013254,1.0,2.2148339669226186e-05
187,8,10.0,40326.4668039088,0.18316670382247527,6.280044021274284e-05,5,0.18940086832719458,0.25,5.9831917801482685e-05
188,3,10.0,34.34775652019831,0.19059090138558032,0.0031908123640375357,2,0.19837093905057981,0.6666666666666666,1.9853855516164565e-05
189,4,11.0,28.607824837834055,0.18174393180135956,4.873076220212893e-05,3,0.18791874872411632,0.6666666666666666,3.43990220462425e-05
190,2,10.0,0.0,0.21556874142245902,0.002315622429866529,2,0.2257131785710227,1.0,1.4108325834573072e-05
191,4,10.0,0.0,0.18808882314614261,0.0002620494981260417,4,0.19459279420654074,1.0,2.7727551602278326e-05
192,2,11.0,0.0,0.17142673717830403,3.9932132543466406e-05,2,0.17611730611450346,1.0,2.096119397518319e-05
193,2,11.0,0.0,0.18568386283628147,0.0005370003123370388,2,0.19297118570239558,1.0,1.598074455138402e-05
194,13,10.0,0.0,0.2309330508199734,0.05551715047665285,13,0.24486465731313076,1.0,4.3145376279738265e-05
195,4,11.0,0.0,0.20415340653879602,0.016476294327720353,4,0.21386528019092654,1.0,2.0600966397512632e-05
196,120,10.0,1593752.3967155912,0.25450343118566526,0.36491893109299567,22,0.27671475309217725,0.10014005602240895,0.0003669791926716946
197,4,10.0,1.3333333333333333,0.20425491227231438,0.00566088230500358,3,0.2133743830833741,0.8333333333333334,2.4257799067686136e-05
198,3,10.0,3117.1306059661074,0.19591335130871806,0.0007056484802286402,3,0.20320001545533276,0.3333333333333333,2.41486469639705e-05
199,5,10.0,0.0,0.23182523576459352,0.008302509725530888,5,0.2438934920783185,1.0,2.691774845890969e-05
200,1,11.0,0.0,0.18171764946068256,6.701350288646095e-05,1,0.18735406683629113,0.0,1.2237809259819682e-05
201,8,11.0,0.0,0.19749091682306064,0.00640516439581403,8,0.20571542426814063,1.0,4.0246891387986245e-05
202,12,10.0,59001.310851770046,0.203521274365961,0.0002859168399867581,5,0.2120055565214495,0.16666666666666666,7.830327956947776e-05
203,2,10.0,0.0,0.1859958903632501,7.530591195353843e-05,2,0.19228941615651687,1.0,1.694344820525112e-05
204,1,12.0,0.0,0.13558181748943246,2.167054321049396e-07,1,0.13809838929912205,0.0,1.6183654529456175e-05
205,2,11.0,0.0,0.1701067048893136,4.4023885099853525e-05,2,0.175127363690012,1.0,1.875696441627748e-05
206,15,10.0,13324.970958525066,0.22932903918411165,0.04646687152845278,11,0.24332818028746767,0.7523809523809524,5.020402824834083e-05
207,1,11.0,0.0,0.16745841368389697,0.00018338556350892064,1,0.1722905709225161,0.0,1.2312574542660504e-05
208,16,12.0,0.0,0.16082815734989647,2.4055842918042304e-05,16,0.16534889433617395,1.0,4.8249655803698806e-05
209,5,10.0,19667.923083168294,0.18687942331749907,0.0005363186886665229,5,0.19410420224009844,0.6,3.2374521899882406e-05
210,4,13.0,0.0,0.12712752029327049,1.395798480466092e-08,4,0.12926502429009687,1.0,4.128548423043047e-05
211,3,11.0,0.0,0.1707034465123341,2.4842662187635346e-05,3,0.17551116715053675,1.0,2.5304008040414373e-05
212,4,11.0,7235.733374098582,0.18282965739766008,0.0003470390844217992,3,0.1893443645058333,0.6666666666666666,3.1341235198895655e-05
213,8,11.0,20871.994796934116,0.18911956088707893,0.00044642387908244984,5,0.19623066535451705,0.5,5.6049593566383116e-05
214,3,11.0,0.0,0.16562771368316587,1.5492299714124284e-05,3,0.16997740151123614,1.0,3.3034331698894143e-05
215,2,12.0,0.0,0.13558267801494062,2.225798447102425e-07,2,0.1381217953472449,1.0,2.8145486138179875e-05
216,9,10.0,87.08318300876155,0.21900085090677957,0.009665265932663711,8,0.23024902920625684,0.8888888888888888,4.70089924669967e-05
217,5,10.0,0.0,0.19463527525192703,0.00035262619034978144,5,0.2015849795586277,1.0,3.680795306473966e-05
218,1,10.0,0.0,0.1869922969187675,0.0003038204659924382,1,0.19324791240337533,0.0,1.286896977214897e-05
219,5,11.0,0.0,0.18286878509793178,0.00029435319819192903,5,0.1892565918253715,1.0,3.077735897166208e-05
220,8,10.0,39480.968239822214,0.2085868005038423,0.0023189866485171383,6,0.21824663064359148,0.2857142857142857,3.5697784857512986e-05
221,2,11.0,0.0,0.185927898758856,0.0001082085997406113,2,0.19232980425514046,1.0,1.6896169484049596e-05
222,43,9.0,660322.2495276678,0.2428051829961355,0.019677922717703085,7,0.2575832252196472,0.13399778516057587,0.00023272210850146797
223,1,12.0,0.0,0.14846682049428706,3.801010829430878e-07,1,0.15172513213783162,0.0,1.504486417500302e-05
224,3,12.0,0.0,0.14883610749197015,1.3020343215320316e-06,3,0.1524646416686551,1.0,2.484394020594951e-05
225,2,11.0,0.0,0.17142673717830403,3.993213254346661e-05,2,0.17611730611450346,1.0,2.096119397517523e-05
